id,question,cot,answer,unit
CH091,Determine the capacitance C required for resonance with an inductor of L=0.6 H at a frequency of f=30 Hz.,"Step 1: Identify the given values from the question: Inductance (L) = 0.6 H and Resonant frequency (f) = 30 Hz.
Step 2: Recall the formula for the resonant frequency of an LC circuit: f = 1 / (2π√(LC)).
Step 3: Rearrange the formula to solve for capacitance (C): C = 1 / ((2πf)²L).
Step 4: Substitute the given values into the rearranged formula: C = 1 / ((2π × 30)² × 0.6) = 46.9 μF.",46.9,μF
CH092,An inductor has L = 0.07 H. What capacitance C is needed for it to resonate at 350 Hz?,"Step 1: Identify the given values from the question: Inductance L = 0.07 H and resonant frequency f = 350 Hz.
Step 2: Recall the formula for the resonant frequency of an LC circuit: f = 1 / (2π√(LC)).
Step 3: Rearrange the formula to solve for capacitance C: C = 1 / (4π²f²L).
Step 4: Substitute the given values into the rearranged formula: C = 1 / (4π² × 350² × 0.07) = 2.95 μF.",2.96,μF
CH093,A circuit has a capacitance C = 1 μF and resonates at a frequency of 500 Hz. What is the inductance (L)?,"Step 1: Identify the given values: Capacitance (C) = 1 μF and resonance frequency (f) = 500 Hz. The unknown is inductance (L).
Step 2: Convert the capacitance to Farads: C = 1 × 10⁻⁶ F.
Step 3: Recall the formula for the resonance frequency of an LC circuit: f = 1 / (2π√(LC)).
Step 4: Rearrange the formula to solve for inductance (L): L = 1 / (4π²f²C) = 1 / (4π² × 500² × 1 × 10⁻⁶) = 0.101 H.",0.101,H
CH094,"What inductance L is required for a circuit to resonate at f=250 Hz, given a 10 μF capacitor?","Step 1: Identify the given values from the question: resonant frequency f = 250 Hz and capacitance C = 10 μF.
Step 2: Convert the capacitance to Farads: C = 10 × 10⁻⁶ F.
Step 3: State the formula for the resonant frequency of an LC circuit: f = 1 / (2π√(LC)).
Step 4: Rearrange the formula to solve for inductance L: L = 1 / (4π²f²C) = 1 / (4π² × 250² × 10 × 10⁻⁶) = 0.0405 H.",0.0405,H
CH095,What inductor L should be chosen to resonate with a capacitor C = 0.1 μF at 1500 Hz?,"Step 1: Identify the given values from the question: capacitance C = 0.1 μF and resonant frequency f = 1500 Hz.
Step 2: Convert the capacitance to Farads: C = 0.1 × 10⁻⁶ F.
Step 3: State the formula for the resonant frequency of an LC circuit: f = 1 / (2π√(LC)).
Step 4: Rearrange the formula to solve for inductance L: L = L = 1 / (4π²f²C) = 1 / (4π² × 1500² × 0.1 × 10⁻⁶) = 0.1126 H.",0.1126,H
CH096,An LC circuit has an inductance L = 0.02 H and resonates at a frequency f = 1200 Hz. What is the capacitance C?,"Step 1: Identify the given values: inductance L = 0.02 H and resonance frequency f = 1200 Hz.
Step 2: Recall the formula for the resonance frequency of an LC circuit: f = 1 / (2π√(LC)).
Step 3: Rearrange the formula to solve for capacitance C: C = 1 / (4π²f²L).
Step 4: Substitute the given values into the rearranged formula: C = 1 / (4π² × 1200² × 0.02) = 0.88 μF.",0.88,μF
CH097,What capacitance C is needed to achieve resonance at 1000 Hz with an inductor L = 0.025 H?,"Step 1: Identify the given resonance frequency, f = 1000 Hz.
Step 2: Identify the given inductance, L = 0.025 H.
Step 3: Recall the formula for the resonance frequency in an LC circuit: f = 1 / (2π√(LC)).
Step 4: Rearrange the formula to solve for capacitance (C): C = 1 / (4π²f²L) = 1 / (4π² × 1000² × 0.025) = 1.01 μF.",1.01,μF
CH098,"Given L = 0.005 H, what capacitance C is required to achieve resonance at 2000 Hz?","Step 1: Identify the given inductance L = 0.005 H and the desired resonance frequency f = 2000 Hz.
Step 2: Recall the formula for the resonance frequency (f) of an LC circuit: f = 1 / (2π√(LC)).
Step 3: Rearrange the formula to solve for capacitance (C): C = 1 / (4π²f²L).
Step 4: Substitute the given values into the rearranged formula: C = 1 / (4π² × 2000² × 0.005) = 1.27 μF.",1.27,μF
CH099,An inductor L = 0.08 H resonates at f = 250 Hz. What is the capacitance C?,"Step 1: Identify the given values from the question: Inductance L = 0.08 H and resonant frequency f = 250 Hz.
Step 2: Recall the formula for the resonant frequency of an LC circuit: f = 1 / (2π√(LC)).
Step 3: Rearrange the formula to solve for capacitance C: Square both sides to get f² = 1 / (4π²LC), then solve for C to get C = 1 / (4π²f²L).
Step 4: Substitute the given values into the rearranged formula: C = 1 / (4π² × 250² × 0.08) = 5.07 μF.",5.07,μF
CH100,An electrical circuit needs to resonate at f=50 Hz. The capacitor C=200 μF. What inductor L should be chosen?,"Step 1: Identify the given resonant frequency f = 50 Hz and capacitance C = 200 μF.
Step 2: Note the formula for the resonant frequency of an LC circuit: `f = 1 / (2π√(LC))`.
Step 3: Rearrange the formula to solve for inductance (L): `L = 1 / (4π²f²C)`.
Step 4: Convert the capacitance to Farads: `C = 200 μF = 200 × 10⁻⁶ F` and solve: L = 1 / (4π² × 50² × 200 × 10⁻⁶) = 0.05 H.",0.05,H
CH101,"An RLC circuit has R = 30Ω. It resonates at f = 100Hz with a current I = 2A. When f = 200Hz, the current is I = 1A. What is the inductive reactance (ZL) at 100Hz?","Step 1: Determine the source voltage U at resonance (f = 100 Hz). At resonance, total impedance Z₁ = R = 30 Ω. Current I = 2 A. U = I × R = 2 × 30 = 60 V.
Step 2: Calculate total impedance Z₂ at the new frequency (f = 200 Hz). Current I = 1 A. Z₂ = U / I = 60 / 1 = 60 Ω.
Step 3: Calculate net reactance X_net at 200 Hz. From the impedance formula: Z₂² = R² + X_net². Therefore, |X_net| = √(60² - 30²) =√2700 = 30√3 Ω.
Step 4: Relate reactances and solve for Z_L at 100 Hz. At resonance (100 Hz): Z_L = Z_C. At 200 Hz (doubled frequency): Z_L2 = 2Z_L, Z_C2 = Z_C / 2 = Z_L / 2. Net reactance: X_net = Z_L2 - Z_C2 = 2X_L - X_L / 2 = (3/2)X_L. Rearranged formula: X_L = (2/3) × 30√3 = 34.64 Ω.",34.64,Ω
CH102,"R = 20Ω. The resonant current (I_resonance) is 4A at f = 60Hz. When the frequency doubles, the current I becomes 2A. What was the initial ZL?","Step 1: Calculate the source voltage (U) from the resonance condition.
At resonance (f = 60 Hz), the circuit's total impedance Z₁ equals the resistance R. U = I_resonance × R = 4 × 20 = 80 V
Step 2: Determine the total impedance (Z₂) and net reactance (X_net) at the new frequency (f' = 120 Hz). Using the source voltage U and the new current I_resonance: Z₂ = U / I_resonance = 80 / 2 = 40 Ω. The net reactance |X_L2 - X_C2| is found using the impedance formula Z₂² = R² + (X_L2 - X_C2)². We have: |X_L2 - X_C2| = √1200 = 20√3 Ω
Step 3: Relate the reactances at f₂ to the reactances at resonance. Let X_L and X_C be the reactances at 60 Hz (where X_L = X_C). Since f'= 2f, the new reactances are: inductive reactance: X_L2 = 2X_L (directly proportional to f) and capacitive reactance: X_C2 = X_C / 2 = X_L / 2 (inversely proportional to f).
Step 4: Solve for the initial inductive reactance X_L. Substitute the relations from Step 3 into the net reactance equation: |2X_L - X_L / 2| = 20√3 ⇒ X_L = (20√3 × 2)/3 = (40√3) / 3 = 23.09 Ω",23.09,Ω
CH103,"In a circuit with a resistance R = 40Ω, resonance occurs at 50Hz, and the current at resonance is I = 1A. If the frequency is doubled, the current becomes I = 0.8A. What is the inductive reactance (ZL) at the resonant frequency?","Step 1: Determine the source voltage (U) using the resonance condition. At the resonant frequency (f = 50 Hz), the total impedance of the circuit is equal to the resistance R because the reactances cancel each other out (Z_L = Z_C). U = I × R = 1 × 40 = 40 V
Step 2: Calculate the total impedance (Z') and net reactance at the doubled frequency (2f = 100 Hz). When the frequency is doubled, the new current is I' = 0.8 A. The new total impedance Z' is: Z' = U / I' = 40 / 0.8 = 50 Ω. The net reactance |Z_L' - Z_C'| is calculated from the impedance formula (Z')² = R² + (Z_L' - Z_C')²: (Z_L' - Z_C')² = (Z')² - R² = 50² - 40² = 2500 - 1600 = 900. Therefore, |Z_L' - Z_C'| = √900 = 30 Ω
Step 3: Relate the new reactances to the initial inductive reactance (Z_L). Let Z_L and Z_C be the reactances at the resonant frequency (50 Hz), where Z_L = Z_C. When the frequency is doubled: The new inductive reactance is Z_L' = 2×Z_L and The new capacitive reactance is Z_C' = Z_C / 2 = Z_L / 2. The net reactance becomes: |Z_L' - Z_C'| = |2×Z_L - Z_L / 2| = (3×Z_L) / 2
Step 4: Solve for the inductive reactance (Z_L) at the resonant frequency. Substitute the expression from Step 3 into the result from Step 2: Z_L = (30 × 2) / 3 = 20 Ω",20,Ω
CH104,"Given R=25Ω. At a frequency f=120Hz, the circuit is in resonance, and the current I=5A. When the frequency is doubled, the current becomes I=2.5A. What is ZL (the inductive reactance at the initial frequency of 120Hz)?","Step 1: Determine the source voltage (U) from the resonance condition. At the resonant frequency (f = 120 Hz), the circuit's total impedance is equal to the resistance R since the reactances cancel each other out (Z_L = Z_C). U = I × R = 5 × 25 = 125 V
Step 2: Calculate the total impedance (Z') and net reactance at the new frequency (f' = 240 Hz). Given the new current I' = 2.5 A at 240 Hz, the new total impedance Z' is: Z' = U / I' = 125 V / 2.5 A = 50 Ω. Using the impedance formula (Z')² = R² + (Z_L' - Z_C')², we find the net reactance: (Z_L' - Z_C')² = (Z')² - R² = 50² - 25² = 2500 - 625 = 1875. Therefore, |Z_L' - Z_C'| = √1875 = 25√3 Ω
Step 3: Relate the new reactances to the initial inductive reactance (Z_L). At resonance (120 Hz), Z_L = Z_C. Since the frequency is doubled (f' = 2f): The new inductive reactance is Z_L' = 2×Z_L and The new capacitive reactance is Z_C' = Z_C / 2 = Z_L / 2. The net reactance becomes: |Z_L' - Z_C'| = |2×Z_L - Z_L / 2| = (3×Z_L) / 2
Step 4: Solve for the inductive reactance (Z_L) at the resonant frequency. Substitute the expression from Step 3 into the result from Step 2: Z_L = (25√3 × 2) / 3 = 28.87 Ω",28.87,Ω
CH105,"A circuit has a resistance R = 50Ω. At resonance (40Hz), the current I = 3A. When the frequency increases to 80Hz, the current becomes I = 1.5A. What is the inductive reactance (ZL) at 80Hz?","Step 1: Determine the source voltage (U) using the resonance condition. At the resonant frequency (f₁ = 40 Hz), the circuit is purely resistive because the inductive reactance and capacitive reactance are equal (Z_L1 = Z_C1). U = I × R = 3 × 50 = 150 V
Step 2: Calculate the total impedance (Z) and the net reactance at the increased frequency (f₂ = 80 Hz). When the frequency increases to 80 Hz, the current is I' = 1.5 A. The new total impedance Z is: Z = U / I' = 150 / 1.5 = 100 Ω. Using the impedance formula Z² = R² + (Z_L - Z_C)², where Z_L and Z_C are the reactances at 80 Hz: (Z_L - Z_C)² = Z² - R² = 100² - 50² = 10000 - 2500 = 7500. Therefore, |Z_L - Z_C| = √7500 = 50√3 = 86.6 Ω
Step 3: Relate the reactances at 80 Hz to the reactances at resonance (40 Hz). Let Z_L1 be the inductive reactance at 40 Hz. At this frequency, Z_L1 = Z_C1. Since the frequency has doubled (80 Hz = 2 × 40 Hz): The inductive reactance at 80 Hz is Z_L = 2Z_L1 and The capacitive reactance at 80 Hz is Z_C = Z_C1 / 2 = Z_L1 / 2. The net reactance at 80 Hz is: |Z_L - Z_C| = 2Z_L1 - Z_L1 / 2 = (3×Z_L1) / 2
Step 4: Solve for Z_L1 and calculate the final inductive reactance Z_L at 80 Hz. From Step 2 and Step 3: Z_L1 = (50√3 × 2) / 3 ≈ 57.74 Ω. The inductive reactance at the required frequency of 80 Hz (Z_L) is: Z_L = 2Z_L1 = 2 × (100√3)/3 = (200√3)/3 = 115.47 Ω",115.47,Ω
CH106,"Given R=10Ω. At resonance, f=200Hz. When f increases to 400Hz, the current (I) decreases to 1/2. What is ZL?","Step 1: Determine the total impedance Z at 400 Hz relative to the resistance R. At the resonant frequency (f₀ = 200 Hz), the current is maximum (I= U / R). At 400 Hz, the current I becomes half of the resonant current (I = (1/2) × (U / R)). Using the relationship I = U / Z: U / Z = (1/2) × (U / R) ⇒ Z = 2 × R. With R = 10 Ω, the total impedance at 400 Hz is Z = 2 × 10 = 20 Ω.
Step 2: Calculate the net reactance at 400 Hz. Using the impedance formula Z² = R² + (Z_L' - Z_C')², where Z_L' and Z_C' are the reactances at 400 Hz: (Z_L' - Z_C')² = Z² - R² = 20² - 10² = 400 - 100 = 300 ⇒ |Z_L' - Z_C'| = √300 = 10√3 Ω
Step 3: Relate the reactances at 400 Hz to the initial inductive reactance Z_L at resonance (200 Hz). At resonance (200 Hz), Z_L = Z_C. Since the frequency has doubled (400 Hz = 2 × 200 Hz): The inductive reactance at 400 Hz is Z_L' = 2 × Z_L and The capacitive reactance at 400 Hz is Z_C' = Z_C / 2 = Z_L / 2. The net reactance at 400 Hz is: |Z_L' - Z_C'| = 2 × Z_L - Z_L / 2 = (3 × Z_L)/2
Step 4: Solve for the initial inductive reactance Z_L at 200 Hz. Substitute the expression from Step 3 into the result from Step 2: Z_L = (20√3)/3 = 11.55 Ω",11.55,Ω
CH107,"For a circuit with R = 60Ω, resonance occurs at 75Hz. At 150Hz, the current is 0.6A. The current at resonance is 1A. Find ZL.","Step 1: Determine the source voltage (U) from the resonance condition. At the resonant frequency (f₁ = 75 Hz), the total impedance of the circuit is equal to the resistance R because the inductive and capacitive reactances cancel each other out (Z_L1 = Z_C1). U = I × R = 1 A × 60 Ω = 60 V
Step 2: Calculate the total impedance (Z) and the net reactance at the increased frequency (f₂ = 150 Hz).
When the frequency increases to 150 Hz, the current is I' = 0.6 A. The new total impedance Z is: Z = U / I' = 60 V / 0.6 A = 100 Ω. Using the impedance formula Z² = R² + (Z_L' - Z_C')², where Z_L' and Z_C' are the reactances at 150 Hz: (Z_L' - Z_C')² = Z² - R² = 100² - 60² = 10000 - 3600 = 6400 ⇒ |Z_L' - Z_C'| = √6400 = 80 Ω
Step 3: Relate the reactances at 150 Hz to the initial inductive reactance (Z_L). Let Z_L be the inductive reactance at the resonant frequency 75 Hz (where Z_L = Z_C). Since the frequency has doubled (150 Hz = 2 × 75 Hz): The inductive reactance at 150 Hz is Z_L' = 2 × Z_L and The capacitive reactance at 150 Hz is Z_C' = Z_C / 2 = Z_L / 2. The net reactance at 150 Hz is: |Z_L' - Z_C'| = 2 × Z_L - Z_L / 2 = (3 × Z_L)/2
Step 4: Solve for the inductive reactance (Z_L) at the resonant frequency. Substitute the expression from Step 3 into the result from Step 2: Z_L = 80 × 2 / 3= 160 / 3 ≈ 53.33 Ω",53.33,Ω
CH108,"Given an RLC series circuit with a resistance R=30Ω. At its resonant frequency f=50Hz, the current flowing through the circuit is I=2A. If the frequency is then changed to f=100Hz, the current becomes I=1.6A. Calculate the inductive reactance (ZL).","Step 1: Determine the source voltage (U) from the resonance condition. At the resonant frequency (f = 50 Hz), the circuit's total impedance is equal to the resistance R because the inductive and capacitive reactances cancel each other out (Z_L = Z_C). U = I × R = 2 A × 30 Ω = 60 V
Step 2: Calculate the total impedance (Z') and net reactance at the new frequency (100 Hz). When the frequency is changed to 100 Hz, the current is I' = 1.6 A. The new total impedance Z' is: Z' = U / I' = 60 V / 1.6 A = 37.5 Ω. Using the impedance formula (Z')² = R² + (Z_L' - Z_C')², where Z_L' and Z_C' are the reactances at 100 Hz: (Z_L' - Z_C')² = (Z')² - R² = 37.5² - 30² = 1406.25 - 900 = 506.25 ⇒ |Z_L' - Z_C'| = √506.25 = 22.5 Ω
Step 3: Relate the reactances at 100 Hz to the initial inductive reactance (Z_L). Let Z_L be the inductive reactance at 50 Hz (where Z_L = Z_C). Since the frequency has doubled (100 Hz = 2 × 50 Hz): The new inductive reactance is Z_L' = 2 × Z_L (proportional to f) and The new capacitive reactance is Z_C' = Z_C / 2 = Z_L / 2 (inversely proportional to f). The net reactance at 100 Hz is: |Z_L' - Z_C'| = 2 × Z_L - Z_L / 2 = (3 × Z_L)/2
Step 4: Solve for the initial inductive reactance (Z_L) at 50 Hz. Substitute the expression from Step 3 into the result from Step 2: Z_L = 22.5 × 2 / 3= 15 Ω",15,Ω
CH109,"R = 40Ω, resonance frequency f = 60Hz. The current is halved when f = 120Hz. What is ZL?","Step 1: Determine the total impedance (Z') at 120 Hz relative to the resistance (R). At the resonant frequency (f = 60 Hz), the current is at its maximum (I_max = U / R). When the frequency is doubled to 120 Hz, the current I' becomes half of the maximum value (I' = I_max / 2). Using the relationship I = U / Z: U / Z' = (1/2) × (U / R) ⇒ Z' = 2 × R. Given R = 40 Ω, the total impedance at 120 Hz is Z' = 2 × 40 = 80 Ω.
Step 2: Calculate the net reactance at 120 Hz. Using the impedance formula (Z')² = R² + (Z_L' - Z_C')², where Z_L' and Z_C' are the reactances at 120 Hz: (Z_L' - Z_C')² = (Z')² - R² = 80² - 40² = 6400 - 1600 = 4800 ⇒ |Z_L' - Z_C'| = √4800 = 40√3 Ω
Step 3: Relate the reactances at 120 Hz to the initial inductive reactance (Z_L). At the resonant frequency (60 Hz), let the inductive reactance be Z_L (where Z_L = Z_C). Since the frequency has doubled (120 Hz = 2 × 60 Hz): The new inductive reactance is Z_L' = 2 × Z_L and The new capacitive reactance is Z_C' = Z_C / 2 = Z_L / 2. The net reactance at 120 Hz is: |Z_L' - Z_C'| = 2 × Z_L - Z_L / 2 = (3 × Z_L)/2
Step 4: Solve for the initial inductive reactance (Z_L) at 60 Hz. Substitute the expression from Step 3 into the result from Step 2: Z_L = (80√3)/3 = 46.19 Ω",46.19,Ω
CH110,"In an RLC circuit: The resistance R = 80Ω. At resonance, the current is I = 2A, and this occurs at a frequency f = 100Hz. When the frequency is f = 200Hz, the current is I = 1.6A. What is the inductive reactance (ZL)?","Step 1: Determine the source voltage (U) from the resonance condition. At the resonant frequency (f = 100 Hz), the circuit's total impedance is equal to the resistance R because the inductive and capacitive reactances cancel each other out (Z_L = Z_C). U = I × R = 2 × 80 = 160 V
Step 2: Calculate the total impedance (Z') and net reactance at the new frequency (200 Hz). When the frequency is changed to 200 Hz, the current is I' = 1.6 A. The new total impedance Z' is: Z' = U / I' = 160 V / 1.6 A = 100 Ω. Using the impedance formula (Z')² = R² + (Z_L' - Z_C')², where Z_L' and Z_C' are the reactances at 200 Hz: (Z_L' - Z_C')² = (Z')² - R² = 100² - 80² = 10000 - 6400 = 3600 ⇒ |Z_L' - Z_C'| = √3600 = 60 Ω
Step 3: Relate the reactances at 200 Hz to the initial inductive reactance (Z_L). Let Z_L be the inductive reactance at 100 Hz (where Z_L = Z_C). Since the frequency has doubled (200 Hz = 2 × 100 Hz): The new inductive reactance is Z_L' = 2 × Z_L (proportional to f) and The new capacitive reactance is Z_C' = Z_C / 2 = Z_L / 2 (inversely proportional to f). The net reactance at 200 Hz is: |Z_L' - Z_C'| = 2 × Z_L - Z_L / 2 = (3 × Z_L)/2
Step 4: Solve for the initial inductive reactance (Z_L) at 100 Hz. Substitute the expression from Step 3 into the result from Step 2: Z_L = 40 Ω",40,Ω
CH141,"An AC series circuit consists of a pure resistor R, a capacitor C, and an inductor L with internal resistance r. An AC voltage of 120V – 50Hz is applied across the entire circuit. The RMS voltage across the R-C series combination and the RMS voltage across the C-Lr series combination are both 90 V. Furthermore, the circuit is currently in electrical resonance. What is the RMS voltage across the capacitor?","Step 1: At electrical resonance in a series AC circuit, the inductive reactance equals the capacitive reactance, meaning the voltage across the pure inductor (U_L) is equal to the voltage across the capacitor (U_C). So, U_L = U_C.
Step 2: The RMS voltage across the C-Lr combination (U_CLr) is given by U_CLr = √((U_L - U_C)² + U_r²). Given U_CLr = 90 V, and knowing U_L = U_C from Step 1, this simplifies to 90 V = √(0² + U_r²), which means U_r = 90 V.
Step 3: The total RMS voltage across the entire circuit (U_total) is given by U_total = √((U_R + U_r)² + (U_L - U_C)²). Given U_total = 120 V, and knowing U_L = U_C from Step 1, this simplifies to 120 = √((U_R + U_r)²), which means 120 = U_R + U_r. Substituting U_r = 90 V from Step 2, we get 120 = U_R + 90, so U_R = 30 V.
Step 4: The RMS voltage across the R-C series combination (U_RC) is given by U_RC = √(U_R² + U_C²). Given U_RC = 90 V, and knowing U_R = 30 V from Step 3, we can write 90 V = √((30)² + U_C²). Squaring both sides yields 90² = 30² + U_C², so 8100 V² = 900² + U_C². Therefore, U_C² = 7200², and U_C = √7200 V = 60√2 V.",84.85,V
CH142,"A series RLC circuit consists of a resistor R, a capacitor C, and an inductor L. An RMS AC voltage U = 100 V is applied across the circuit. Given that the RMS voltage across the R-C section and the C-L section are both equal to 120 V. The circuit is in electrical resonance. Calculate the RMS voltage across the capacitor, UC.","Step 1: Identify the properties of voltages at resonance.
In an RLC circuit at electrical resonance, the voltage across the inductor (U_L) and the voltage across the capacitor (U_C) are equal in magnitude but opposite in phase (U_L = U_C). At this point, the total supply voltage U equals the voltage across the resistor R:
U = U_R = 100 V
Step 2: Set up the voltage equations for the circuit segments.
According to the problem, the RMS voltage across the R-C segment and the C-L segment are both 120 V. We have the relations:
For the R-C segment: U_RC² = U_R² + U_C² = 120²
For the C-L segment: U_CL = |U_C - U_L|
Step 3: Substitute the resonance voltages into the equation.
From the given U_RC = 120 V and U_R = 100 V (determined in Step 1), substitute into the R-C segment equation: 100² + U_C² = 120²
Step 4: Calculate the RMS voltage across the capacitor (U_C).
Solve the equation from Step 3 for U_C: U_C = √4,400 = 66.3 V",66.3,V
CH143,"Consider a series RLC AC circuit, powered by an RMS voltage of 220 V at a frequency of 50 Hz. It is known that the RMS voltage across the R-C combination and across the C-L combination are both 300 V, and the circuit is currently in resonance. What is the RMS voltage across the capacitor C?","Step 1: Identify the given information for the series RLC AC circuit.
The RMS supply voltage is V_rms_supply = 220 V. The circuit is in resonance, so the inductive reactance equals the capacitive reactance (Z_L = Z_C). The RMS voltage across the R-C combination is given as V_RC = 300 V.
Step 2: At resonance in a series RLC circuit, the total supply voltage equals the voltage across the resistor (V_R), because the reactive voltages cancel each other out.
Thus: V_R = V_rms_supply = 220 V
Also, the voltage across the inductor equals the voltage across the capacitor in magnitude: V_L = V_C.
Step 3: The RMS voltage across the R-C combination is V_RC = √(V_R² + V_C²).
Substitute the known values:
V_RC = √(V_R² + V_C²)
300 = √(220² + V_C²)
Step 4: Solve for V_C by squaring both sides: V_C = √(90000 - 48400) = 203.96 V",203.96,V
CH144,A series RLC circuit at resonance is connected to an AC supply with an RMS voltage of 90 V. The RMS voltage measured across the R-C section and across the C-L section are both 110 V. Calculate the RMS voltage across the capacitor C.,"Step 1: Identify the circuit as a series RLC circuit operating at resonance.
Step 2: At resonance, the total RMS voltage of the source (U_total) is equal to the RMS voltage across the resistor (U_R). Also, the RMS voltage across the inductor (U_L) equals the RMS voltage across the capacitor (U_C).
Step 3: Given U_total = 90 V, it implies U_R = 90 V.
Step 4: The RMS voltage across the R-C section (U_RC) is given as 110 V. In a series circuit, U_RC² = U_R² + U_C². Solve euqation we have U_C = √(12100 - 8100) = 63.3 V.",63.3,V
CH145,"An RLC series circuit is connected to an AC power source with an RMS voltage U = 150 V. At resonance, the RMS voltages across the R-C combination and the C-L combination are equal, and both are 180 V. Calculate the RMS voltage across the capacitor C.","Step 1: Determine the voltage across the resistor R at resonance.
When the circuit is in electrical resonance, the voltage across the inductor (U_L) and the voltage across the capacitor (U_C) are equal in magnitude but opposite in phase (U_L = U_C). At this point, the effective supply voltage U equals the effective voltage across the resistor R: U_R = U = 150 V
Step 2: Set up the voltage equation for the R-C segment.
The effective voltage across the R-C segment is given by:
U_RC² = U_R² + U_C²
Substitute the given values U_RC = 180 V and U_R = 150 V:
180² = 150² + U_C²
Step 3: Calculate the effective voltage across the capacitor (U_C).
From the equation in Step 2: U_C = √9900 = 99.5 V",99.5,V
CH146,"An AC voltage u = 200√2 cos 100πt (V) is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, and C = 10⁻⁴/(2π) F. Calculate the effective (or RMS) voltage of the source.","Step 1: The given AC voltage equation is u = 200√2 cos 100πt (V).
Step 2: This equation is in the standard form u = U_peak cos(ωt), where U_peak is the peak voltage.
Step 3: From the given equation, the peak voltage U_peak is 200√2 V.
Step 4: The effective (RMS) voltage U_RMS is related to the peak voltage by the formula U_RMS = U_peak / √2 = 200 V.",200,V
CH147,"A voltage u = 200√2 cos 100πt (V) is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, and C = 10⁻⁴/(2π) F. Calculate the angular frequency ω of the source.","Step 1: The general form of instantaneous voltage in an AC circuit is u = U₀ cos(ωt + φ), where ω is the angular frequency.
Step 2: Compare the given voltage equation, u = 200√2 cos 100πt (V), with the general form.
Step 3: From the comparison, the angular frequency ω is 100π rad/s.",100π,rad/s
CH148,"A voltage u = 200√2 cos(100π t) V is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, C = 10⁻⁴ / (2π) F. Calculate the inductive reactance X_L of the inductor.","Step 1: The formula for inductive reactance (X_L) is X_L = ω L.
Step 2: From the given voltage equation u = 200√2 cos(100π t) V, the angular frequency ω is 100π rad/s.
Step 3: From the question, the inductance L is given as 1/π H.
Step 4: Substitute the values of ω and L into the formula for X_L: X_L = (100π) × (1/π) = 100 Ω",100,Ω
CH149,"A voltage u = 200√2 cos 100πt (V) is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, C = 10⁻⁴/(2π) F. Calculate the capacitive reactance XC of the capacitor.","Step 1: Identify the angular frequency (ω) from the given voltage equation u = 200√2 cos 100πt (V).
Step 2: From the standard form u = U_max cos(ωt), the angular frequency ω is 100π rad/s.
Step 3: Identify the capacitance (C) from the given circuit parameters, C = 10⁻⁴/(2π) F.
Step 4: Use the formula for capacitive reactance, XC = 1 / (ωC) = 200 Ω.",200,Ω
CH150,"A voltage u = 200√2 cos 100πt (V) is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, C = 10⁻⁴/(2π) F. Calculate the total impedance Z of the circuit.","Step 1: Identify the angular frequency (ω) from the given voltage equation u = 200√2 cos 100πt (V). Comparing this to u = U_max cos(ωt), we find ω = 100π rad/s.
Step 2: Calculate the inductive reactance (ZL) using the formula ZL = ωL. Substitute the given values R = 100 Ω, L = 1/π H, C = 10⁻⁴/(2π) F: XL = (100π) × (1/π) = 100 Ω.
Step 3: Calculate the capacitive reactance (ZC) using the formula ZC = 1/(ωC). Substitute the values: ZC = 1 / (100π × 10⁻⁴/(2π)) = 1 / (100 × 10⁻⁴ / 2) = 1 / (0.01 / 2) = 1 / 0.005 = 200 Ω.
Step 4: Calculate the total impedance (Z) for a series RLC circuit using the formula Z = √(R² + (ZL - ZC)²) = √(100² + 100V) = 141.1 Ω.",141.4,Ω
CH151,"A voltage u = 200√2 cos 100πt (V) is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, C = 10⁻⁴/(2π) F. Calculate the RMS (or effective) current I in the circuit.","Step 1: Identify the peak voltage (U_max) and angular frequency (ω) from the given voltage equation u = 200√2 cos 100πt.We have U_rms = 200
Step 2: Calculate the inductive reactance Z_L using Z_L = ωL = 100 Ω.
Step 3: Calculate the capacitive reactance Z_C using Z_C = 1/(ωC) = 200 Ω.
Step 4: Calculate the total impedance Z of the series RLC circuit using Z = √(R² + (Z_L - Z_C)²) = 100√2. Solve I = U_rms / Z = 1.41 A.",1.414,A
CH152,"A voltage u = 200√2 cos 100πt (V) is applied to a series RLC circuit with R = 100 Ω, L = 1/π H, C = 10⁻⁴/(2π) F. Calculate the power factor cosφ.","Step 1: Identify the angular frequency (ω) from the given voltage equation.
Step 2: Calculate the inductive reactance (ZL) using the formula ZL = ωL = 100 Ω.
Step 3: Calculate the capacitive reactance (ZC) using the formula ZC = 1/(ωC) = 200 Ω.
Step 4: Calculate the total impedance (Z) of the series RLC circuit using the formula Z = √(R² + (XL - XC)²). Solve cosφ = R / Z = 0.707",0.707,-
